datetime;water_level;error
2008-07-18 12:15:11;7.590;0.001
2008-07-28 10:13:43;7.873;0.012
2008-08-17 06:10:46;8.379;0.012
2008-09-16 00:06:22;8.887;0.008
2008-09-25 22:04:53;8.669;0.000
2008-10-05 20:03:25;8.533;0.000
2008-10-15 18:01:57;8.506;0.000
2008-10-25 16:00:29;7.969;0.000
2008-11-04 13:59:00;7.702;0.002
2008-11-14 11:57:32;7.084;0.006
2008-11-24 09:56:03;6.478;0.000
2008-12-04 07:54:34;5.743;0.043
2008-12-14 05:53:05;5.052;0.018
2008-12-24 03:51:37;4.758;0.023
2009-01-03 01:50:08;4.562;0.006
2009-01-12 23:48:40;4.422;0.020
2009-01-22 21:47:12;4.300;0.004
2009-02-01 19:45:45;4.223;0.015
2009-03-03 13:41:20;3.492;0.019
2009-03-13 11:39:51;3.691;0.037
2009-03-23 09:38:22;3.922;0.011
2009-04-02 07:36:54;4.058;0.032
2009-04-12 05:35:25;4.491;0.001
2009-04-22 03:33:56;4.630;0.097
2009-05-02 01:32:26;5.361;0.026
2009-05-11 23:30:58;5.406;0.009
2009-05-21 21:29:30;5.822;0.012
2009-05-31 19:28:02;6.429;0.012
2009-06-10 17:26:34;6.893;0.047
2009-06-20 15:25:06;7.247;0.010
2009-06-30 13:23:37;7.321;0.037
2009-07-10 11:22:09;7.561;0.020
2009-07-20 09:20:40;7.580;0.002
2009-07-30 07:19:12;7.695;0.000
2009-08-09 05:17:43;7.989;0.001
2009-08-19 03:16:14;8.235;0.032
2009-08-29 01:14:46;8.395;0.018
2009-09-07 23:13:18;8.427;0.001
2009-09-17 21:11:50;8.432;0.000
2009-09-27 19:10:22;8.621;0.000
2009-10-07 17:08:53;8.320;0.009
2009-10-17 15:07:25;8.077;0.000
2009-10-27 13:05:56;7.701;0.001
2009-11-16 09:02:59;6.680;0.002
2009-11-26 07:01:30;5.975;0.009
2009-12-06 05:00:01;5.903;0.015
2009-12-16 02:58:32;5.156;0.004
2009-12-26 00:57:04;4.702;0.027
2010-01-04 22:55:36;4.441;0.003
2010-01-14 20:54:09;4.295;0.072
2010-02-23 12:48:16;3.941;0.020
2010-03-05 10:46:47;3.643;0.052
2010-03-25 06:43:49;3.507;0.092
2010-04-04 04:42:20;4.955;0.009
2010-04-14 02:40:51;4.547;0.045
2010-04-24 00:39:23;6.132;0.019
2010-05-03 22:37:55;6.563;0.002
2010-05-13 20:36:26;6.991;0.001
2010-05-23 18:34:58;7.202;0.006
2010-06-02 16:33:30;7.694;0.001
2010-06-12 14:32:01;8.120;0.002
2010-06-22 12:30:32;8.586;0.001
2010-07-02 10:29:04;9.259;0.003
2010-07-22 06:26:06;9.130;0.006
2010-08-01 04:24:38;9.080;0.000
2010-08-11 02:23:10;9.069;0.001
2010-09-09 20:18:45;8.807;0.078
2010-09-19 18:17:17;8.817;0.062
2010-09-29 16:15:48;9.340;0.000
2010-10-29 10:11:21;8.787;0.001
2010-11-08 08:09:52;8.082;0.001
2010-11-18 06:08:24;7.243;0.004
2010-12-08 02:05:28;5.178;0.008
2010-12-18 00:04:00;4.950;0.064
2010-12-27 22:02:32;4.896;0.058
2011-01-06 20:01:03;4.636;0.028
2011-01-16 17:59:35;4.481;0.006
2011-01-26 15:58:06;4.436;0.029
2011-02-05 13:56:37;4.327;0.064
2011-02-15 11:55:08;4.173;0.028
2011-03-07 07:52:10;3.612;0.076
2011-03-17 05:50:42;3.681;0.022
2011-03-27 03:49:14;3.766;0.045
2011-04-06 01:47:46;4.275;0.038
2011-04-15 23:46:18;4.412;0.014
2011-04-25 21:44:49;4.458;0.014
2011-05-05 19:43:20;4.752;0.015
2011-05-15 17:41:51;4.921;0.016
2011-05-25 15:40:22;5.926;0.013
2011-06-04 13:38:54;6.471;0.016
2011-06-14 11:37:26;7.245;0.010
2011-06-24 09:35:58;7.492;0.003
2011-07-04 07:34:30;7.976;0.000
2011-07-14 05:33:01;8.193;0.000
2011-07-24 03:31:33;8.424;0.000
2011-08-03 01:30:04;8.534;0.000
2011-08-12 23:28:35;8.808;0.000
2011-08-22 21:27:06;9.076;0.000
2011-09-01 19:25:37;9.077;0.000
2011-09-11 17:24:09;9.040;0.000
2011-09-21 15:22:41;8.794;0.000
2011-10-01 13:21:12;8.476;0.001
2011-10-11 11:19:43;8.145;0.000
2011-10-21 09:18:14;7.534;0.001
2011-10-31 07:16:46;6.996;0.006
2011-11-10 05:15:18;6.187;0.001
2011-11-20 03:13:50;5.442;0.044
2011-11-30 01:12:22;5.037;0.057
2011-12-09 23:10:53;4.896;0.075
2011-12-19 21:09:24;4.492;0.003
2011-12-29 19:07:56;4.275;0.020
2012-01-08 17:06:29;4.321;0.026
2012-01-18 15:05:00;4.147;0.019
2012-01-28 13:03:32;4.388;0.066
2012-02-07 11:02:03;3.888;0.025
2012-02-27 06:59:05;3.541;0.014
2012-03-08 04:57:36;3.691;0.014
2012-03-18 02:56:08;3.995;0.013
2012-03-28 00:54:40;3.964;0.008
2012-04-16 20:51:44;4.969;0.053
2012-04-26 18:50:15;5.401;0.012
2012-05-06 16:48:46;6.227;0.012
2012-05-16 14:47:17;6.563;0.022
2012-05-26 12:45:48;6.962;0.013
2012-06-05 10:44:21;7.485;0.000
2012-06-15 08:42:52;8.292;0.058
2012-06-25 06:41:24;8.616;0.026
2012-07-05 04:39:55;8.793;0.002
2012-07-15 02:38:26;9.049;0.011
2012-07-25 00:36:57;8.900;0.000
2012-08-03 22:35:28;8.720;0.001
2012-08-13 20:34:00;8.556;0.000
2012-08-23 18:32:32;8.641;0.001
2012-09-02 16:31:04;8.683;0.001
2012-09-12 14:29:35;8.510;0.015
2012-09-22 12:28:07;8.430;0.010
2012-10-02 10:26:38;8.360;0.001
2012-10-12 08:25:08;8.470;0.000
2012-10-22 06:23:39;8.436;0.013
2012-11-01 04:22:12;7.743;0.001
2012-11-11 02:20:44;7.097;0.018
2012-11-21 00:19:16;4.997;0.004
2012-11-30 22:17:48;5.874;0.003
2012-12-30 16:13:23;4.754;0.021
2013-01-09 14:11:55;4.537;0.039
2013-01-19 12:10:26;4.416;0.002
2013-01-29 10:08:58;4.273;0.049
2013-02-08 08:07:29;4.268;0.044
2013-02-18 06:06:00;3.708;0.016
2013-02-28 04:04:32;3.601;0.019
2013-03-10 02:03:03;3.660;0.058
2013-03-20 00:01:35;3.856;0.003
2013-03-29 22:00:07;3.863;0.054
2013-04-08 19:58:39;3.868;0.074
2013-04-18 17:57:10;4.148;0.023
2013-04-28 15:55:41;4.014;0.009
2013-05-08 13:54:12;5.718;0.011
2013-05-18 11:52:43;6.857;0.005
2013-06-17 05:48:20;7.612;0.001
2013-06-27 03:46:52;6.951;0.080
2013-08-05 19:40:56;8.376;0.003
2013-08-15 17:39:27;8.994;0.000
2013-08-25 15:38:00;8.954;0.000
2013-09-24 09:33:35;9.188;0.067
2013-11-03 01:27:41;6.407;0.020
2013-11-22 21:24:45;6.004;0.012
2014-01-01 13:18:51;4.438;0.026
2014-01-11 11:17:23;4.312;0.045
2014-01-21 09:15:55;4.347;0.022
2014-01-31 07:14:27;4.291;0.018
2014-02-20 03:11:29;3.916;0.007
2014-03-11 23:08:33;3.720;0.092
2014-03-21 21:07:05;3.760;0.053
2014-03-31 19:05:37;3.745;0.081
2014-04-20 15:02:39;4.083;0.002
2014-04-30 13:01:10;3.857;0.004
2014-05-10 10:59:43;4.735;0.020
2014-05-20 08:58:15;5.534;0.001
2014-05-30 06:56:47;5.933;0.032
2014-06-09 04:55:19;6.580;0.032
2014-06-19 02:53:50;7.294;0.030
2014-06-29 00:52:21;7.744;0.006
2014-07-08 22:50:51;7.904;0.000
2014-07-18 20:49:23;8.294;0.000
2014-07-28 18:47:56;8.304;0.000
2014-08-07 16:46:28;8.468;0.000
2014-08-17 14:45:00;8.662;0.019
2014-08-27 12:43:32;8.849;0.000
2014-09-16 08:40:35;8.862;0.000
2014-09-26 06:39:06;8.851;0.004
2014-10-06 04:37:37;8.906;0.000
2014-10-16 02:36:08;8.321;0.002
2014-10-26 00:34:40;7.814;0.001
2014-11-04 22:33:12;6.800;0.004
2014-11-14 20:31:44;5.865;0.007
2014-11-24 18:30:15;5.170;0.026
2014-12-04 16:28:46;4.647;0.020
2014-12-14 14:27:18;4.295;0.096
2014-12-24 12:25:50;4.046;0.007
2015-01-03 10:24:22;4.406;0.010
2015-01-13 08:22:54;4.272;0.035
2015-01-23 06:21:26;4.360;0.026
2015-02-02 04:19:58;4.157;0.030
2015-02-12 02:18:29;4.109;0.024
2015-02-22 00:17:00;4.043;0.046
2015-03-03 22:15:30;4.197;0.096
2015-03-13 20:14:03;4.200;0.027
2015-03-23 18:12:35;4.137;0.008
2015-04-12 14:09:39;4.880;0.043
2015-04-22 12:08:11;4.953;0.047
2015-05-02 10:06:42;5.694;0.035
2015-05-12 08:05:12;6.281;0.013
2015-05-22 06:03:44;6.728;0.015
2015-06-20 23:59:21;7.457;0.076
2015-06-30 21:57:53;7.400;0.048
2015-08-09 13:51:58;6.912;0.013
2015-08-19 11:50:29;7.302;0.049
2015-09-08 07:47:31;9.488;0.000
2015-09-18 05:46:04;7.057;0.038
2015-09-28 03:44:36;9.117;0.001
2015-11-26 15:35:47;5.353;0.056
2015-12-06 13:34:19;4.908;0.069
2015-12-16 11:32:50;4.441;0.004
2015-12-26 09:31:21;4.425;0.019
2016-01-05 07:29:53;4.155;0.022
2016-01-15 05:28:24;3.927;0.017
2016-01-25 03:26:55;3.915;0.002
2016-02-04 01:25:28;3.939;0.018
2016-02-23 21:23:31;3.824;0.009
2016-03-04 19:21:23;3.938;0.022
2016-03-14 17:20:15;3.756;0.014
2016-03-24 15:18:07;3.808;0.040
2016-04-03 13:17:05;4.820;0.009
2016-04-13 11:15:37;5.865;0.046
2016-04-23 09:15:04;6.106;0.064
2016-05-03 07:12:58;6.517;0.003
2016-05-13 05:11:24;6.503;0.007
2016-05-23 03:09:56;7.947;0.001
2016-06-02 01:08:28;8.270;0.001
2016-06-11 23:07:00;8.417;0.037
2016-06-21 21:05:32;8.145;0.007
2016-07-11 17:01:55;9.310;0.076
2016-07-21 15:00:27;9.542;0.027
2016-07-31 12:59:53;9.047;0.040
2016-08-10 10:57:29;9.035;0.061
2016-08-20 08:56:00;8.813;0.064
2016-08-30 06:54:59;8.602;0.011
2016-09-09 04:53:44;8.694;0.000
2016-09-19 02:51:36;8.977;0.086
2016-09-29 00:50:48;8.684;0.027
2016-10-18 20:48:33;8.544;0.022
2016-11-07 16:45:37;6.783;0.065
2016-12-07 10:41:10;5.952;0.009
2016-12-17 08:39:41;5.210;0.018
2017-01-06 04:36:44;4.403;0.061
2017-01-16 02:35:16;4.069;0.046
2017-01-26 00:33:48;3.901;0.022
2017-02-04 22:32:20;3.850;0.019
2017-02-14 20:30:51;3.664;0.007
2017-02-24 18:29:23;3.685;0.019
2017-03-26 12:24:57;4.083;0.046
2017-04-05 10:23:28;4.667;0.085
2017-04-15 08:21:59;5.809;0.080
2017-05-05 04:19:04;5.842;0.056
2017-05-25 00:16:08;7.032;0.032
2017-06-13 20:13:12;6.922;0.002
2017-06-23 18:11:44;9.099;0.000
2017-08-02 10:05:50;9.305;0.133
2017-08-22 06:02:52;9.403;0.000
2017-09-01 04:01:23;6.144;0.004
2017-10-20 17:54:03;6.846;0.025
2017-10-30 15:52:35;6.304;0.088
2017-11-29 09:48:08;6.943;0.054
2017-12-19 05:45:11;5.060;0.022
2017-12-29 03:43:43;4.743;0.028
2018-01-08 01:42:15;5.321;0.001
2018-01-17 23:40:47;4.954;0.004
2018-01-27 21:39:18;4.566;0.001
2018-02-06 19:37:50;4.512;0.002
2018-02-16 17:36:22;4.353;0.002
2018-02-26 15:34:53;4.033;0.013
2018-03-08 13:33:24;3.986;0.023
2018-03-18 11:31:55;4.281;0.002
2018-03-28 09:30:26;3.827;0.004
2018-04-07 07:28:57;3.733;0.019
2018-04-17 05:27:29;3.992;0.000
2018-04-27 03:26:01;4.526;0.000
2018-05-07 01:24:33;5.363;0.000
2018-05-16 23:23:05;6.210;0.012
2018-05-26 21:21:37;6.720;0.003
2018-06-05 19:20:09;6.854;0.000
2018-06-15 17:18:40;7.560;0.064
2018-06-25 15:17:12;8.263;0.002
2018-07-05 13:15:44;8.263;0.001
2018-07-15 11:14:15;8.631;0.001
2018-07-25 09:12:46;8.753;0.000
2018-08-04 07:11:17;8.675;0.000
2018-08-14 05:09:48;8.614;0.001
2018-08-24 03:08:19;8.603;0.006
2018-09-03 01:06:51;8.616;0.032
2018-09-12 23:05:23;8.637;0.025
2018-09-22 21:03:55;8.230;0.000
2018-10-02 19:02:27;7.999;0.000
2018-10-12 17:00:59;7.597;0.003
2018-10-22 14:59:31;7.450;0.000
2018-11-01 12:58:02;6.663;0.000
2018-11-11 10:56:33;5.934;0.004
2018-11-21 08:55:04;5.226;0.002
2018-12-01 06:53:35;4.776;0.000
2018-12-11 04:52:06;4.216;0.000
2018-12-21 02:50:37;4.118;0.003
2018-12-31 00:49:10;4.103;0.001
2019-01-09 22:47:42;4.147;0.005
2019-01-19 20:46:14;3.844;0.021
2019-01-29 18:44:46;4.145;0.091
2019-02-18 14:41:50;3.799;0.005
2019-03-10 10:38:52;3.862;0.010
2019-03-20 08:37:23;3.865;0.047
2019-03-30 06:35:53;4.118;0.004
2019-04-19 02:32:55;4.327;0.001
2019-04-29 00:31:28;4.354;0.001
2019-05-08 22:30:00;5.263;0.012
2019-05-18 20:28:32;5.428;0.008
2019-05-28 18:27:04;6.817;0.000
2019-06-07 16:25:36;7.101;0.014
2019-06-17 14:24:08;7.033;0.006
2019-06-27 12:22:39;7.246;0.000
2019-07-07 10:21:10;7.697;0.000
2019-07-17 08:19:41;8.562;0.000
2019-07-27 06:18:12;8.654;0.003
2019-08-06 04:16:43;8.349;0.001
2019-08-16 02:15:15;8.259;0.002
2019-08-26 00:13:47;8.479;0.001
2019-09-04 22:12:18;8.548;0.001
2019-09-14 20:10:50;8.104;0.002
2019-09-24 18:09:22;7.801;0.001
2019-10-04 16:07:53;7.795;0.000
2019-10-14 14:06:25;7.652;0.000
2019-10-24 12:04:56;7.228;0.000
2019-11-03 10:03:27;7.083;0.001
2019-11-13 08:01:58;6.714;0.001
2019-11-23 06:00:29;6.097;0.001
2019-12-03 03:58:59;5.225;0.000
2019-12-13 01:57:32;4.492;0.002
2019-12-22 23:56:03;4.470;0.003
2020-01-01 21:54:35;4.140;0.003
2020-01-11 19:53:07;3.899;0.012
2020-01-21 17:51:39;4.005;0.027
2020-02-20 11:47:13;3.713;0.027
2020-03-01 09:45:44;3.493;0.040
2020-03-11 07:44:15;4.063;0.002
2020-03-21 05:42:47;3.713;0.011
2020-03-31 03:41:19;3.856;0.003
2020-04-10 01:39:51;3.595;0.000
2020-04-19 23:38:23;4.177;0.002
2020-04-29 21:36:54;4.331;0.001
2020-05-09 19:35:26;4.172;0.006
2020-05-19 17:33:58;4.842;0.005
2020-05-29 15:32:30;5.826;0.005
2020-06-08 13:31:01;6.949;0.002
2020-06-28 09:28:04;7.349;0.001
2020-07-08 07:26:35;7.544;0.000
2020-07-18 05:25:05;7.946;0.002
2020-07-28 03:23:37;8.175;0.001
2020-08-07 01:22:09;7.877;0.001
2020-08-16 23:20:40;7.969;0.002
2020-08-26 21:19:12;7.756;0.000
2020-09-05 19:17:44;8.231;0.020
2020-09-15 17:16:16;8.143;0.031
2020-10-05 13:13:19;8.186;0.004
2020-10-15 11:11:50;8.140;0.022
2020-11-04 07:08:52;7.939;0.000
2020-12-23 21:01:47;4.333;0.000
2021-01-02 19:00:21;4.252;0.002
2021-01-12 16:58:48;3.956;0.002
2021-01-22 14:57:14;3.988;0.002
2021-02-01 12:55:47;4.067;0.002
2021-02-11 10:54:16;3.782;0.002
2021-02-21 08:53:08;3.815;0.019
2021-03-03 06:51:40;3.709;0.006
2021-03-13 04:49:42;4.085;0.033
2021-03-23 02:48:26;3.798;0.000
2021-04-02 00:46:57;4.363;0.006
2021-04-11 22:45:23;4.034;0.011
2021-04-21 20:44:05;4.319;0.011
2021-05-01 18:42:34;3.869;0.003
2021-05-11 16:41:08;3.738;0.007
2021-05-21 14:39:39;4.565;0.001
2021-05-31 12:38:10;4.661;0.002
2021-06-10 10:36:41;5.435;0.000
2021-06-20 08:35:13;5.677;0.000
2021-06-30 06:33:44;6.269;0.001
2021-07-10 04:32:15;6.984;0.001
2021-07-20 02:30:46;7.448;0.000
2021-07-30 00:29:18;7.664;0.001
2021-08-08 22:27:49;7.823;0.000
2021-08-18 20:26:21;7.744;0.000
2021-08-28 18:24:51;7.968;0.009
2021-09-07 16:23:24;7.976;0.000
2021-09-17 14:21:56;7.806;0.001
2021-09-27 12:20:27;7.826;0.001
2021-10-07 10:18:59;8.020;0.000
2021-10-17 08:17:30;7.892;0.003
2021-10-27 06:16:01;7.154;0.000
2021-11-06 04:14:32;6.343;0.000
2021-11-16 02:13:04;5.637;0.000
2021-11-26 00:11:36;5.070;0.001
2021-12-05 22:10:10;4.725;0.000
2021-12-15 20:08:40;4.380;0.002
2021-12-25 18:07:07;4.094;0.000
2022-01-04 16:05:44;4.144;0.021
2022-01-14 14:04:01;4.373;0.094
2022-01-24 12:02:39;4.119;0.018
2022-02-03 10:01:17;4.363;0.036
2022-02-13 07:59:53;3.810;0.008
2022-02-23 05:58:26;3.734;0.002
2022-03-05 03:56:56;3.705;0.001
2022-03-15 01:55:27;3.716;0.006
2022-03-24 23:54:02;3.364;0.005
2022-04-03 21:52:12;3.818;0.018
2022-04-13 19:51:12;3.963;0.039
2022-04-23 17:49:43;3.964;0.027
2022-05-03 15:48:15;4.150;0.004
2022-05-13 13:46:47;4.618;0.000
2022-05-23 11:45:18;6.412;0.003
2022-06-02 09:43:49;6.198;0.000
2022-06-12 07:42:20;7.240;0.004
2022-06-22 05:40:51;8.565;0.046
2022-07-02 03:39:23;8.617;0.015
2022-07-21 23:36:28;7.744;0.027
2022-07-31 21:34:59;8.229;0.082
2022-08-10 19:33:31;6.335;0.078
2022-09-09 13:29:05;8.172;0.000
2022-09-29 09:26:07;7.653;0.005
2022-10-09 07:24:38;7.651;0.000
2022-10-19 05:23:10;7.297;0.053
2022-10-29 03:21:43;6.602;0.068
2022-11-17 23:18:48;5.681;0.004
2022-11-27 21:17:20;5.448;0.052
2022-12-07 19:15:51;4.932;0.000
2022-12-17 17:14:22;4.384;0.003
2022-12-27 15:12:53;3.995;0.013
2023-01-16 11:09:54;3.489;0.011
2023-01-26 09:08:26;3.517;0.006
2023-02-05 07:06:59;3.740;0.051
2023-02-25 03:04:03;3.923;0.084
2023-03-26 20:59:38;4.160;0.018
2023-04-05 18:58:10;4.389;0.000
2023-04-15 16:56:41;4.108;0.005
2023-04-25 14:55:12;3.957;0.011
2023-05-05 12:53:44;3.894;0.021
2023-05-15 10:52:14;4.019;0.019
2023-05-25 08:50:45;4.081;0.001
2023-06-04 06:49:17;4.377;0.000
2023-06-14 04:47:49;4.138;0.004
2023-06-24 02:46:21;6.387;0.000
2023-07-04 00:44:53;7.266;0.002
2023-07-13 22:43:24;7.605;0.003
2023-07-23 20:41:55;7.545;0.045
2023-08-02 18:40:26;7.422;0.003
2023-08-12 16:38:58;7.715;0.017
2023-08-22 14:37:31;7.573;0.003
2023-09-01 12:36:03;7.642;0.001
2023-09-11 10:34:35;7.679;0.017
2023-09-21 08:33:06;7.799;0.029
2023-10-01 06:31:38;7.706;0.001
2023-10-11 04:30:10;7.867;0.002
2023-10-21 02:28:41;7.224;0.007
2023-10-31 00:27:13;6.965;0.000
2023-11-09 22:25:44;6.769;0.007
2023-11-19 20:24:14;6.290;0.000
2023-11-29 18:22:45;5.742;0.055
2023-12-09 16:21:18;5.191;0.088
2023-12-19 14:19:50;4.750;0.000
2023-12-29 12:18:22;4.283;0.000
2024-01-08 10:16:54;4.016;0.008
2024-01-18 08:15:25;3.802;0.021
2024-01-28 06:13:57;3.680;0.005
2024-02-07 04:12:28;3.749;0.021
2024-02-17 02:10:59;3.726;0.007
2024-02-27 00:09:30;4.019;0.003